creation_time,user_id,workerId,age,gender,musical_experience,field_id,task_id,exp_id,result
29/07/2021 16:24,1149,test30,33,male,10,27,1,1,"a:20:{i:0;s:4:""1415"";i:1;s:4:""1457"";i:2;s:4:""1069"";i:3;s:4:""2492"";i:4;s:4:""1275"";i:5;s:3:""982"";i:6;s:4:""1455"";i:7;s:4:""1248"";i:8;s:4:""1491"";i:9;s:4:""1169"";i:10;s:4:""2321"";i:11;s:4:""2633"";i:12;s:4:""1505"";i:13;s:4:""1316"";i:14;s:4:""1601"";i:15;s:4:""1056"";i:16;s:4:""1593"";i:17;s:3:""846"";i:18;s:4:""1733"";i:19;s:4:""1996"";}"
29/07/2021 16:24,1149,test30,33,male,10,28,1,1,"a:20:{i:0;s:4:""1261"";i:1;s:4:""1635"";i:2;s:4:""1009"";i:3;s:4:""2640"";i:4;s:4:""1239"";i:5;s:3:""954"";i:6;s:4:""1476"";i:7;s:4:""1230"";i:8;s:4:""1502"";i:9;s:4:""1177"";i:10;s:4:""2313"";i:11;s:4:""2624"";i:12;s:4:""1502"";i:13;s:4:""1321"";i:14;s:4:""1607"";i:15;s:4:""1064"";i:16;s:4:""1582"";i:17;s:3:""843"";i:18;s:4:""1739"";i:19;s:4:""2000"";}"
29/07/2021 16:24,1149,test30,33,male,10,29,1,1,"a:20:{i:0;s:1:""0"";i:1;s:1:""1"";i:2;s:1:""0"";i:3;s:1:""1"";i:4;s:1:""0"";i:5;s:1:""0"";i:6;s:1:""1"";i:7;s:1:""0"";i:8;s:1:""1"";i:9;s:1:""1"";i:10;s:1:""0"";i:11;s:1:""0"";i:12;s:1:""1"";i:13;s:1:""1"";i:14;s:1:""0"";i:15;s:1:""1"";i:16;s:1:""0"";i:17;s:1:""0"";i:18;s:1:""1"";i:19;s:1:""0"";}"
29/07/2021 16:24,1149,test30,33,male,10,30,1,1,"s:3:""100"";"
29/07/2021 16:24,1149,test30,33,male,10,31,1,1,"a:20:{i:0;s:3:""500"";i:1;s:3:""500"";i:2;s:3:""500"";i:3;s:3:""500"";i:4;s:3:""500"";i:5;s:3:""500"";i:6;s:3:""500"";i:7;s:3:""500"";i:8;s:3:""500"";i:9;s:3:""500"";i:10;s:3:""500"";i:11;s:3:""500"";i:12;s:3:""500"";i:13;s:3:""500"";i:14;s:3:""500"";i:15;s:3:""500"";i:16;s:3:""500"";i:17;s:3:""500"";i:18;s:3:""500"";i:19;s:3:""500"";}"
29/07/2021 16:24,1149,test30,33,male,10,32,1,1,"a:20:{i:0;s:3:""650"";i:1;s:3:""650"";i:2;s:3:""650"";i:3;s:3:""650"";i:4;s:3:""650"";i:5;s:3:""650"";i:6;s:3:""650"";i:7;s:3:""650"";i:8;s:3:""650"";i:9;s:3:""650"";i:10;s:3:""650"";i:11;s:3:""650"";i:12;s:3:""650"";i:13;s:3:""650"";i:14;s:3:""650"";i:15;s:3:""650"";i:16;s:3:""650"";i:17;s:3:""650"";i:18;s:3:""650"";i:19;s:3:""650"";}"
29/07/2021 16:25,1149,test30,33,male,10,27,2,1,"a:40:{i:0;s:4:""2296"";i:1;s:4:""4566"";i:2;s:4:""1989"";i:3;s:4:""1608"";i:4;s:4:""2247"";i:5;s:4:""2129"";i:6;s:4:""3907"";i:7;s:4:""5889"";i:8;s:4:""2939"";i:9;s:4:""4818"";i:10;s:4:""1878"";i:11;s:4:""5184"";i:12;s:4:""5097"";i:13;s:4:""1698"";i:14;s:4:""4454"";i:15;s:4:""2387"";i:16;s:4:""2208"";i:17;s:4:""1670"";i:18;s:4:""4781"";i:19;s:4:""4383"";i:20;s:4:""4808"";i:21;s:4:""2877"";i:22;s:4:""4195"";i:23;s:4:""3570"";i:24;s:4:""5958"";i:25;s:4:""2228"";i:26;s:4:""1654"";i:27;s:4:""1992"";i:28;s:4:""4033"";i:29;s:4:""4635"";i:30;s:4:""3188"";i:31;s:4:""3368"";i:32;s:4:""1952"";i:33;s:4:""4952"";i:34;s:4:""2262"";i:35;s:4:""4275"";i:36;s:4:""1704"";i:37;s:4:""3588"";i:38;s:4:""5275"";i:39;s:4:""4929"";}"
29/07/2021 16:25,1149,test30,33,male,10,28,2,1,"a:40:{i:0;s:4:""2284"";i:1;s:4:""4554"";i:2;s:4:""2005"";i:3;s:4:""1613"";i:4;s:4:""2235"";i:5;s:4:""2134"";i:6;s:4:""3866"";i:7;s:4:""5858"";i:8;s:4:""2955"";i:9;s:4:""4793"";i:10;s:4:""1858"";i:11;s:4:""5239"";i:12;s:4:""5124"";i:13;s:4:""1707"";i:14;s:4:""4419"";i:15;s:4:""2412"";i:16;s:4:""2202"";i:17;s:4:""1679"";i:18;s:4:""4756"";i:19;s:4:""4406"";i:20;s:4:""4859"";i:21;s:4:""2861"";i:22;s:4:""4162"";i:23;s:4:""3533"";i:24;s:4:""6021"";i:25;s:4:""2234"";i:26;s:4:""1646"";i:27;s:4:""2002"";i:28;s:4:""4044"";i:29;s:4:""4660"";i:30;s:4:""3155"";i:31;s:4:""3385"";i:32;s:4:""1947"";i:33;s:4:""4991"";i:34;s:4:""2268"";i:35;s:4:""4298"";i:36;s:4:""1699"";i:37;s:4:""3607"";i:38;s:4:""5302"";i:39;s:4:""4916"";}"
29/07/2021 16:25,1149,test30,33,male,10,29,2,1,"a:40:{i:0;s:1:""0"";i:1;s:1:""0"";i:2;s:1:""1"";i:3;s:1:""1"";i:4;s:1:""0"";i:5;s:1:""1"";i:6;s:1:""1"";i:7;s:1:""0"";i:8;s:1:""0"";i:9;s:1:""0"";i:10;s:1:""0"";i:11;s:1:""0"";i:12;s:1:""1"";i:13;s:1:""1"";i:14;s:1:""0"";i:15;s:1:""1"";i:16;s:1:""1"";i:17;s:1:""1"";i:18;s:1:""0"";i:19;s:1:""1"";i:20;s:1:""1"";i:21;s:1:""1"";i:22;s:1:""1"";i:23;s:1:""1"";i:24;s:1:""1"";i:25;s:1:""1"";i:26;s:1:""1"";i:27;s:1:""0"";i:28;s:1:""0"";i:29;s:1:""1"";i:30;s:1:""0"";i:31;s:1:""0"";i:32;s:1:""1"";i:33;s:1:""1"";i:34;s:1:""1"";i:35;s:1:""1"";i:36;s:1:""0"";i:37;s:1:""1"";i:38;s:1:""1"";i:39;s:1:""1"";}"
29/07/2021 16:25,1149,test30,33,male,10,30,2,1,"s:3:""100"";"
29/07/2021 16:25,1149,test30,33,male,10,31,2,1,"a:40:{i:0;s:3:""500"";i:1;s:3:""500"";i:2;s:3:""500"";i:3;s:3:""500"";i:4;s:3:""500"";i:5;s:3:""500"";i:6;s:3:""500"";i:7;s:3:""500"";i:8;s:3:""500"";i:9;s:3:""500"";i:10;s:3:""500"";i:11;s:3:""500"";i:12;s:3:""500"";i:13;s:3:""500"";i:14;s:3:""500"";i:15;s:3:""500"";i:16;s:3:""500"";i:17;s:3:""500"";i:18;s:3:""500"";i:19;s:3:""500"";i:20;s:3:""500"";i:21;s:3:""500"";i:22;s:3:""500"";i:23;s:3:""500"";i:24;s:3:""500"";i:25;s:3:""500"";i:26;s:3:""500"";i:27;s:3:""500"";i:28;s:3:""500"";i:29;s:3:""500"";i:30;s:3:""500"";i:31;s:3:""500"";i:32;s:3:""500"";i:33;s:3:""500"";i:34;s:3:""500"";i:35;s:3:""500"";i:36;s:3:""500"";i:37;s:3:""500"";i:38;s:3:""500"";i:39;s:3:""500"";}"
29/07/2021 16:25,1149,test30,33,male,10,32,2,1,"a:40:{i:0;s:3:""481"";i:1;s:3:""533"";i:2;s:3:""505"";i:3;s:3:""776"";i:4;s:3:""770"";i:5;s:3:""696"";i:6;s:3:""605"";i:7;s:3:""498"";i:8;s:3:""874"";i:9;s:3:""805"";i:10;s:3:""686"";i:11;s:3:""435"";i:12;s:3:""867"";i:13;s:3:""850"";i:14;s:3:""890"";i:15;s:3:""851"";i:16;s:3:""695"";i:17;s:3:""408"";i:18;s:3:""856"";i:19;s:3:""550"";i:20;s:3:""794"";i:21;s:3:""648"";i:22;s:3:""792"";i:23;s:3:""611"";i:24;s:3:""629"";i:25;s:3:""639"";i:26;s:3:""671"";i:27;s:3:""895"";i:28;s:3:""569"";i:29;s:3:""651"";i:30;s:3:""838"";i:31;s:3:""711"";i:32;s:3:""837"";i:33;s:3:""751"";i:34;s:3:""501"";i:35;s:3:""551"";i:36;s:3:""498"";i:37;s:3:""487"";i:38;s:3:""814"";i:39;s:3:""571"";}"
29/07/2021 16:27,1149,test30,33,male,10,27,3,1,"a:40:{i:0;s:4:""1501"";i:1;s:3:""548"";i:2;s:4:""1394"";i:3;s:4:""1248"";i:4;s:4:""1349"";i:5;s:3:""402"";i:6;s:3:""689"";i:7;s:3:""635"";i:8;s:3:""591"";i:9;s:4:""1141"";i:10;s:3:""523"";i:11;s:4:""1078"";i:12;s:3:""655"";i:13;s:3:""933"";i:14;s:4:""1597"";i:15;s:3:""686"";i:16;s:4:""1174"";i:17;s:4:""1126"";i:18;s:3:""827"";i:19;s:3:""402"";i:20;s:4:""1143"";i:21;s:3:""596"";i:22;s:3:""752"";i:23;s:3:""593"";i:24;s:3:""438"";i:25;s:4:""1100"";i:26;s:3:""482"";i:27;s:3:""610"";i:28;s:3:""491"";i:29;s:3:""932"";i:30;s:3:""933"";i:31;s:4:""1139"";i:32;s:4:""1216"";i:33;s:3:""652"";i:34;s:4:""1431"";i:35;s:3:""565"";i:36;s:3:""865"";i:37;s:4:""1470"";i:38;s:4:""1442"";i:39;s:3:""864"";}"
29/07/2021 16:27,1149,test30,33,male,10,28,3,1,"a:40:{i:0;s:4:""1517"";i:1;s:3:""551"";i:2;s:4:""1386"";i:3;s:4:""1251"";i:4;s:4:""1356"";i:5;s:3:""407"";i:6;s:3:""693"";i:7;s:3:""638"";i:8;s:3:""597"";i:9;s:4:""1129"";i:10;s:3:""524"";i:11;s:4:""1090"";i:12;s:3:""662"";i:13;s:3:""924"";i:14;s:4:""1589"";i:15;s:3:""688"";i:16;s:4:""1171"";i:17;s:4:""1123"";i:18;s:3:""829"";i:19;s:3:""405"";i:20;s:4:""1155"";i:21;s:3:""602"";i:22;s:3:""758"";i:23;s:3:""596"";i:24;s:3:""434"";i:25;s:4:""1111"";i:26;s:3:""480"";i:27;s:3:""604"";i:28;s:3:""489"";i:29;s:3:""939"";i:30;s:3:""938"";i:31;s:4:""1130"";i:32;s:4:""1222"";i:33;s:3:""659"";i:34;s:4:""1435"";i:35;s:3:""559"";i:36;s:3:""874"";i:37;s:4:""1486"";i:38;s:4:""1454"";i:39;s:3:""857"";}"
29/07/2021 16:27,1149,test30,33,male,10,29,3,1,"a:40:{i:0;s:1:""1"";i:1;s:1:""1"";i:2;s:1:""1"";i:3;s:1:""0"";i:4;s:1:""0"";i:5;s:1:""1"";i:6;s:1:""0"";i:7;s:1:""1"";i:8;s:1:""1"";i:9;s:1:""1"";i:10;s:1:""1"";i:11;s:1:""0"";i:12;s:1:""1"";i:13;s:1:""0"";i:14;s:1:""0"";i:15;s:1:""1"";i:16;s:1:""0"";i:17;s:1:""0"";i:18;s:1:""1"";i:19;s:1:""1"";i:20;s:1:""1"";i:21;s:1:""1"";i:22;s:1:""1"";i:23;s:1:""1"";i:24;s:1:""0"";i:25;s:1:""0"";i:26;s:1:""0"";i:27;s:1:""0"";i:28;s:1:""1"";i:29;s:1:""0"";i:30;s:1:""0"";i:31;s:1:""0"";i:32;s:1:""0"";i:33;s:1:""0"";i:34;s:1:""1"";i:35;s:1:""0"";i:36;s:1:""0"";i:37;s:1:""1"";i:38;s:1:""1"";i:39;s:1:""0"";}"
29/07/2021 16:27,1149,test30,33,male,10,30,3,1,"s:3:""100"";"
29/07/2021 16:27,1149,test30,33,male,10,31,3,1,"a:40:{i:0;s:3:""500"";i:1;s:3:""500"";i:2;s:3:""500"";i:3;s:3:""500"";i:4;s:3:""500"";i:5;s:3:""500"";i:6;s:3:""500"";i:7;s:3:""500"";i:8;s:3:""500"";i:9;s:3:""500"";i:10;s:3:""500"";i:11;s:3:""500"";i:12;s:3:""500"";i:13;s:3:""500"";i:14;s:3:""500"";i:15;s:3:""500"";i:16;s:3:""500"";i:17;s:3:""500"";i:18;s:3:""500"";i:19;s:3:""500"";i:20;s:3:""500"";i:21;s:3:""500"";i:22;s:3:""500"";i:23;s:3:""500"";i:24;s:3:""500"";i:25;s:3:""500"";i:26;s:3:""500"";i:27;s:3:""500"";i:28;s:3:""500"";i:29;s:3:""500"";i:30;s:3:""500"";i:31;s:3:""500"";i:32;s:3:""500"";i:33;s:3:""500"";i:34;s:3:""500"";i:35;s:3:""500"";i:36;s:3:""500"";i:37;s:3:""500"";i:38;s:3:""500"";i:39;s:3:""500"";}"
29/07/2021 16:27,1149,test30,33,male,10,32,3,1,"a:40:{i:0;s:3:""650"";i:1;s:3:""650"";i:2;s:3:""650"";i:3;s:3:""650"";i:4;s:3:""650"";i:5;s:3:""650"";i:6;s:3:""650"";i:7;s:3:""650"";i:8;s:3:""650"";i:9;s:3:""650"";i:10;s:3:""650"";i:11;s:3:""650"";i:12;s:3:""650"";i:13;s:3:""650"";i:14;s:3:""650"";i:15;s:3:""650"";i:16;s:3:""650"";i:17;s:3:""650"";i:18;s:3:""650"";i:19;s:3:""650"";i:20;s:3:""650"";i:21;s:3:""650"";i:22;s:3:""650"";i:23;s:3:""650"";i:24;s:3:""650"";i:25;s:3:""650"";i:26;s:3:""650"";i:27;s:3:""650"";i:28;s:3:""650"";i:29;s:3:""650"";i:30;s:3:""650"";i:31;s:3:""650"";i:32;s:3:""650"";i:33;s:3:""650"";i:34;s:3:""650"";i:35;s:3:""650"";i:36;s:3:""650"";i:37;s:3:""650"";i:38;s:3:""650"";i:39;s:3:""650"";}"
